sentence number,sentence,value (0/1)
1,– 94 –,,
2,Bollettino Ufficiale,,
3,Serie Ordinaria n. 3 - Venerdì 18 gennaio 2013,,
4,"D.G. Ambiente, energia e reti D.d.u.o.",,
5,"7 gennaio 2013 - n. 25 Approvazione ai sensi del comma 4, art.",,
6,242 del d.lgs.,,
7,"3 aprile 2006, n. 152, dell’analisi rischio sito – Specifica del settore C 107, ricadente all’interno dell’ex area Acna di Cesano Maderno, Limbiate, Bovisio Masciago e Ceriano Laghetto, presentata dalla società Bracco Imaging s.p.a.",,
8,"IL DIRIGENTE DELL’UNITA’ ORGANIZZATIVA TUTELA AMBIENTALE Visto il decreto legislativo 3 aprile 2006, n. 152: «Norme in materia ambientale», in particolare il Titolo V «Bonifica di siti contaminati» e s.m.i.; Visto il r.r.",,
9,"15 giugno 2012, n. 2 «Attuazione dell’art.",,
10,"21 della legge regionale 12 dicembre 2003, n. 26 – Disciplina dei servizi locali di interesse economico generale.",,
11,"Norme in materia di gestione dei rifiuti, di energia, di utilizzo del sottosuolo e di risorse idriche – relativamente alle procedure e ripristino ambientale dei siti inquinati», ed in particolare l’art.",,
12,"18 «Interventi di bonifica con il raggiungimento delle concentrazioni soglia di contaminazione»; Richiamata la deliberazione di Giunta regionale 23 maggio 2012 n. 3509 «Linee guida per la disciplina del procedimento per il rilascio della certificazione di avvenuta bonifica, messa in sicurezza operativa e messa in sicurezza permanente dei siti contaminati»; Vista la deliberazione di Giunta regionale 27 giugno 2006, n. 2838 avente ad oggetto: «Modalità applicative del Titolo V «Bonifica di siti contaminati» della parte quarta del d.lgs.",,
13,"152/2006 – Norme in materia ambientale.»; Visto il decreto regionale del dirigente dell’Unità Organizzativa Tutela ambientale n. 5794 del 24 giugno 2011, di approvazione del piano di indagine integrativo relativo al settore C107, zona B dell’ex insediamento Basf Italia, di proprietà della società Bracco Imaging s.p.a., ai sensi del comma 3, dell’art.",,
14,242 del d.lgs.,,
15,"3 aprile 2006, n. 152; Vista la nota del 2 agosto 2012, agli atti regionali con protocollo n. 17067 del 28 agosto 2012, con la quale la Società Bracco Imaging s.p.a., con sede legale in via Egidio Folli, 50 del comune di Milano, ha trasmesso il «Piano integrativo d’indagine Settore C107: relazione descrittiva delle attività svolte e analisi di rischio sito – specifica»; Preso atto del principio di trasparenza dell’azione amministrativa di cui alle disposizioni del Capo III, legge 241/1990 s.m.i, relativo alla partecipazione al procedimento amministrativo; Considerato che ai fini istruttori, è stata convocata in data 16 novembre 2012, presso la Direzione Generale Ambiente, Energia e Reti, una Conferenza di Servizi ai sensi dell’art.",,
16,"14, l. 7 agosto 1990, n. 241, e s.m.i., per l’acquisizione dei pareri sul «Piano integrativo d’indagine Settore C107: relazione descrittiva delle attività svolte e analisi di rischio sito – specifica», e per la quale è stata richiesta la presenza delle province di Milano e di Monza Brianza, dei Comuni di Ceriano Laghetto, Bovisio Masciago, Limbiate e Cesano Maderno, dell’A.R.P.A. Lombardia – Dipartimenti di Monza Brianza, dell’ASL di Monza Brianza e della società Bracco Imaging s.p.a; Preso atto che la Conferenza predetta, ha ritenuto opportuno, visto ed esaminato il documento progettuale presentato, di approvarne i contenuti, con le osservazioni e prescrizioni di cui alle considerazioni finali della Conferenza di Servizi indicate nel relativo verbale; Considerato che il comune di Ceriano Laghetto, con nota n. 8716 del 15 novembre 2012, agli atti regionali con prot.",,
17,"22929 del 16 novembre 2012, ha segnalato, in riferimento ai lavori della Conferenza di Servizi del 15 novembre 2012, che l’area C 107, confina con un’area oggetto di istanza di Permesso di Costruire per la costruzione di una nuova centrale termoelettrica da 125 MWE e che l’istanza è stata diniegata con provvedimento del 27 luglio 2009, atti n. 7339; Considerato che la provincia di Monza Brianza, con nota n. 48754 del 7 dicembre 2012, ha trasmesso il parere relativo al documento oggetto di esame da parte della Conferenza di servizi del 16 novembre 2012; Ricordato che la Conferenza di Servizi del 16 novembre 2012, così come riportato a verbale, ha evidenziato che l’eventuale parere della Provincia di Monza Brianza sarebbe stato considerato solo se non in contrasto con le decisioni assunte dalla Conferenza medesima;",,
18,"Preso atto che le osservazioni riportate nel parere dalla Provincia di Monza Brianza, risultano in contrasto con le decisioni assunte dalla Conferenza di Servizi del 16 novembre 2012; Ritenuto necessario che il verbale della Conferenza di Servizi costituisca parte integrante del presente provvedimento (allegato 1)(omissis); Ritenuto pertanto, di approvare ai sensi del comma 4, dell’art.",,
19,242 del d.lgs.,,
20,"3 aprile 2006, n. 152, il «Piano integrativo d’indagine Settore C107: relazione descrittiva delle attività svolte e analisi di rischio sito – specifica», ricadente all’interno dell’ex area Acna di Cesano Maderno, Limbiate, Bovisio Masciago e Ceriano Laghetto con le osservazioni e prescrizioni espresse dalla Conferenza di Servizi, di cui all’allegato 1)(omissis) al presente atto; Dato atto che il presente provvedimento conclude il relativo procedimento nei termini previsti ai sensi di legge; Vista la l.r.",,
21,"7 luglio 2008, n. 20 «Testo Unico delle leggi regionali in materia di organizzazione e personale», nonché i provvedimenti organizzativi della IX legislatura.",,
22,"DECRETA 1. di approvare, ai sensi del comma 4, dell’art.",,
23,242 del d.lgs.,,
