sentence number,sentence,value (0/1)
1,–2– Serie Ordinaria n. 1 - Venerdì 04 gennaio 2013,,
2,D) ATTI DIRIGENZIALI Giunta regionale,,
3,Presidenza D.d.u.o.,,
4,"20 dicembre 2012 - n. 12464 Direzione centrale Relazioni esterne, internazionali e comunicazione - Rettifica del decreto n. 10629 del 22 novembre 2012 «Determinazione dei progetti ammissibili al contributo dell’iniziativa regionale “Progettare la parità in Lombardia 2012” di cui alla d.g.r.",,
5,"IX/3725 dell’11 luglio» IL DIRIGENTE DELLA UO RELAZIONI ESTERNE Richiamato il decreto n. 10629 del 22 novembre 2012 «determinazione dei progetti ammissibili al contributo dell’iniziativa regionale «progettare la parità in Lombardia 2012» che approvava l’elenco dei progetti ammissibili nell’allegato B) parte integrante e sostanziale dello stesso provvedimento al contributo; Rilevato che per puro errore materiale non è pervenuta agli uffici competenti la domanda di contributo presentata dal Comune di Darfo Boario Terme (BS) protocollo A1.2012.0085739 del 16 ottobre 2012, pervenuta a Regione Lombardia entro i termini di scadenza del bando; Preso atto pertanto che i progetti ricevuti risultano essere complessivamente 53 (anziché 52); Considerato che a seguito dell’attività istruttoria, ai sensi del punto 10 ,dell’allegato A) del decreto 6426 del 18 luglio 2012, la domanda di contributo è stata dichiarata ammissibile alla valutazione; Preso atto che a seguito della valutazione la domanda di contributo presentata dal Comune di Darfo Boario Terme (BS) è stata dichiarata ammissibile al contributo dell’iniziativa Regionale «Progettare la parità in Lombardia»; Rilevato che il progetto è stato valutato con i criteri e le modalità previste al punto 11 delle «Modalità per la presentazione delle domande di contributo» del bando regionale di cui al decreto n. 6426 del 18 luglio 2012; Ritenuto, pertanto, di dichiarare ammissibile al contributo il progetto presentata dal Comune di Darfo Boario Terme (BS); Preso atto che i progetti ritenuti ammissibili al contributo risultano essere 19 (anziché 18); Valutata la necessita di integrare l’elenco delle domande ammissibili al contributo come da elenco parte integrante e sostanziale del presente provvedimento all’ A); Preso atto che il presente provvedimento non comporta oneri finanziari; Vista la legge regionale 7 luglio 2008 n. 20 e i provvedimenti organizzativi della IX legislatura DECRETA 1. di approvare il nuovo elenco delle domande ammissibili al contributo come da elenco parte integrante del presente provvedimento (all. A); 2. di pubblicare sul BURL il presente decreto, insieme con l’allegato A) che ne costituisce parte integrante e sostanziale.",,
6,Il dirigente della u.o. relqzioni esterne Giuseppe Di Raimondo Metallo,,
7,——— • ———,,
8,Bollettino Ufficiale,,
9,Bollettino Ufficiale,,
10,–3– Serie Ordinaria n. 1 - Venerdì 04 gennaio 2013 ALLEGATO A,,
11,NUOVO ELENCO DELLE DOMANDE AMMISSIBILI AL CONTRIBUTO,,
12,N. progr.,,
13,Soggetto,,
14,Prov.,,
15,1,,
16,Centro di Aiuto Psicologico,,
17,PV,,
18,2,,
19,Provincia di Brescia,,
20,BS,,
21,3 4 5 6 7 8 9 10 11 12,,
22,Blimunde - sguardi di donne su salute e medicina Comune di Codogno Comune di Seregno Soroptimist International Club di Cremona SVS DAD Onlus Comune di Saronno Donnextrà Onlus Comune di Segrate Comune di Montagna in Valtellina Comune di Darfo Boario Terme,,
23,Titolo progetto,,
24,Esito istruttoria,,
25,Punti,,
26,Contributo concesso,,
27,AMMESSA,,
28,110/120,,
29,€,,
30,"4.980,00",,
31,AMMESSA,,
32,110/120,,
33,€,,
34,"5.000,00",,
35,AMMESSA,,
36,105/120,,
37,€,,
38,"4.681,00",,
39,AMMESSA AMMESSA,,
40,105/120 100/120,,
41,€ €,,
42,"3.959,50 5.000,00",,
43,LO MB,,
44,Servizio Antiviolenza - Dai voce al tuo silenzio!,,
45,"Diversamente uguali - è più facile spezzare un atomo che un pregiudizio Tra autori e vittime: abbattere gli stereotipi, bandire la violenza Donne e donne PARI e DI(S)PARI LO imPARIaSCUOLA",,
46,CR,,
47,medi@MENTE DONNA,,
48,AMMESSA,,
49,100/120,,
50,€,,
51,"5.000,00",,
52,MI VA MN MI,,
53,Insieme contro la violenza!,,
54,Libera io… liberi tutti Le fate zucchine Differenze in gioco,,
55,AMMESSA AMMESSA AMMESSA AMMESSA,,
56,100/120 95/120 95/120 95/120,,
57,€ € € €,,
58,"5.000,00 5.000,00 5.000,00 5.000,00",,
59,SO,,
60,Insieme… per cambiare,,
61,AMMESSA,,
62,90/120,,
63,€,,
64,"1.252,77",,
65,BS,,
66,I desideri e le scelte,,
67,AMMESSA,,
68,85/120,,
69,€,,
70,AMMESSA,,
71,85/120,,
72,€,,
73,AMMESSA,,
74,85/120,,
75,€,,
76,AMMESSA,,
77,85/120,,
78,€,,
79,AMMESSA,,
80,85/120,,
81,€,,
82,AMMESSA,,
83,80/120,,
84,€,,
85,AMMESSA,,
86,80/120,,
87,€,,
88,AMMESSA,,
89,80/120,,
90,€,,
91,MI,,
92,13,,
93,BeWIN - Associazione Besta Women in Network,,
94,MI,,
95,14,,
96,Centro Italiano Femminile Provinciale di Bergamo,,
97,BG,,
98,15,,
99,Comune di Pavia,,
100,PV,,
101,16,,
102,Il Melograno - Centro informazione maternità e nascita,,
103,VA,,
104,17,,
105,Comune di Crema,,
106,CR,,
107,18,,
108,Lilitu - Ambiente e Salute Sud Milano,,
109,MI,,
110,19,,
111,Salute Donna,,
112,MI,,
113,Patologie Neurologiche Croniche e Donna: la Gestione della Componente Emotiva Stress-correlata Benessere t’acchiappo!,,
114,Nella prevenzione e nella cura della donna e famiglia La rete della salute.,,
115,"Percorsi di medicina di genere per la salute delle donne Non solo rosa - Non solo azzurro Centro Risorse Donna: intrecciare la Rete di Parità Donne straniere-donne italiane: cittadine integrate e valorizzate IL CARCERE: alimentazione nel rispetto delle culture, nel contesto di Monza e Brianza TOTALE RISORSE",,
116,"€ 49.873,27",,
