sentence number,sentence,value (0/1)
1,Bollettino Ufficiale,,
2,–5– Serie Ordinaria n. 5 - Venerdì 01 febbraio 2013,,
3,D.g.r.,,
4,30 gennaio 2013 - n. IX/4773 Attuazione dell’art.,,
5,12 comma 1 l.r.,,
6,12/2012 - Trasferimento ad ARPA delle funzioni amministrative esercitate da Cestec s.p.a.,,
7,"LA GIUNTA REGIONALE Premesso: −− che con legge regionale 11 dicembre 2006, n. 24 (Norme per la prevenzione e la riduzione delle emissioni in atmosfera a tutela della salute e dell’ambiente) Regione Lombardia ha definito le modalità applicative per la certificazione energetica degli edifici; −− che l’art.",,
8,"27 comma 17 nonies della citata legge regionale dispone che le funzioni di accertamento delle infrazioni e di irrogazione delle sanzioni di competenza regionale siano esercitate da Cestec s.p.a.; Vista la legge regionale 16 luglio 2012, n. 12 («Assestamento al bilancio per l’esercizio finanziario 2012 ed al bilancio pluriennale 2012/2014 a legislazione vigente e programmatico - I provvedimento di variazione con modifiche di leggi regionali») e in particolare: −− l’art.",,
9,"10 comma 1 che, dopo aver autorizzato la fusione per incorporazione di Cestec s.p.a. in Finlombarda s.p.a., al fine di razionalizzare l’esercizio delle funzioni che Regione svolge attraverso le società in conformità all’art.",,
10,"48 dello Statuto d’autonomia, dispone che le funzioni amministrative esercitate da Cestec s.p.a. ai sensi dell’art.",,
11,27 comma 17 nonies della l.r.,,
12,"24/2006, siano affidate in esercizio all’Agenzia regionale per la protezione dell’ambiente - ARPA; −− l’art.",,
13,"12 comma 1 che stabilisce che la Giunta regionale compia gli atti necessari a rendere effettivo il passaggio dell’esercizio di funzioni amministrative da Cestec s.p.a. ad ARPA, definendone altresì la decorrenza; Visto altresì l’art.",,
14,"1 comma 1 lett. b) della legge regionale 24 dicembre 2012, n. 21 (Interventi normativi per l’attuazione della programmazione regionale e integrazione di disposizioni legislative - Collegato ordinamentale) che, modificando l’art.",,
15,12 comma 4 della l.r.,,
16,"12/2012 dispone, tra l’altro, che i dipendenti a tempo indeterminato in servizio presso Cestec s.p.a., preposti alla data del 1° gennaio 2012 allo svolgimento delle funzioni amministrative di cui all’art.",,
17,"10 comma 1, sono inquadrati nei ruoli di ARPA, a seguito di esito positivo della procedura selettiva, da espletarsi entro sei mesi dalla data di entrata in vigore della citata l.r.",,
18,21/2012; Ravvisata pertanto la necessità di garantire il prosieguo delle attività di accertamento delle infrazioni ed irrogazione delle sanzioni di competenza regionale previste dalla l.r.,,
19,"24/2006 in materia di certificazione energetica; Vista la determina con la quale il Direttore generale di Cestec s.p.a. ha provveduto, tra l’altro, ad individuare le risorse tecniche destinate a tempo pieno allo svolgimento delle attività di accertamento previste dalla l.r.",,
20,"24/2006; Dato atto che, con apposita Convenzione, Finlombarda s.p.a. (incorporante Cestec s.p.a.) e l’Agenzia regionale per la protezione dell’ambiente, nelle more dello svolgimento delle procedure selettive, disciplineranno i rapporti connessi al servizio delle figure individuate con la richiamata determina del Direttore generale di Cestec s.p.a. per il passaggio ad ARPA dell’esercizio delle funzioni amministrative; Ravvisata l’opportunità che il perfezionamento della Convezione sia condizione necessaria per l’effettivo passaggio delle funzioni a decorrere dal 15 febbraio 2013 e che la stessa provveda altresì alla disciplina del regime transitorio per le procedure in corso ed alla puntuale individuazione dei reciproci rapporti sull’utilizzo delle risorse strumentali, quali ad esempio i materiali di archivio e la gestione dei database e comunque di ogni altro elemento che si ritenga utile e necessario per porre in capo ad ARPA l’esercizio delle funzioni amministrative di cui all’art.",,
21,27 comma 17 nonies della l.r.,,
22,24/2006; Con voti unanimi espressi nei modi di legge; DELIBERA 1. che le funzioni amministrative esercitate da Cestec s.p.a. ai sensi dell’art.,,
23,27 comma 17 nonies della l.r.,,
24,"24/2006 siano poste in capo all’Agenzia regionale per l’ambiente - ARPA, a decorrere dal 15 febbraio 2013 previo perfezionamento della Convenzione che Finlombarda s.p.a. (incorporante Cestec s.p.a.) ed ARPA, nelle more delle procedure selettive che dovranno essere espletate ai sensi della l.r.",,
25,"21/2012, sottoscriveranno per la disciplina dei rapporti connessi alle prestazioni dei dipendenti a tempo indeterminato in servizio presso Finlomarda s.p.a. e preposti alla",,
26,data del 1° gennaio 2012 allo svolgimento delle funzioni amministrative di accertamento delle infrazioni e di irrogazione delle sanzioni previste dalla l.r.,,
27,24/2006 in materia di certificazione energetica; 2. di prendere atto delle risorse tecniche destinate a tempo pieno allo svolgimento delle attività di accertamento delle infrazioni e di irrogazione delle sanzioni previste dall’art.,,
28,27 comma 17 nonies della l.r.,,
29,"24/2006 in materia di certificazione energetica, individuate con determina del Direttore generale di Cestec s.p.a.; 3. di disporre che la citata Convenzione disciplini altresì il regime transitorio per le procedure in corso e provveda alla puntuale individuazione dei rapporti sull’utilizzo delle risorse strumentali quali ad esempio i materiali di archivio e la gestione dei database e comunque di ogni altro elemento che si ritenga utile e necessario per porre in capo ad ARPA l’esercizio delle funzioni amministrative di cui all’art.",,
30,27 comma 17 nonies della l.r.,,
31,24/2006; 4. di disporre affinchè la presente deliberazione sia pubblicata sul Bollettino Ufficiale della Regione Lombardia.,,
32,II segretario: Marco Pilloni,,
