sentence number,sentence,value (0/1)
1,– 78 –,,
2,Bollettino Ufficiale,,
3,Serie Ordinaria n. 2 - Lunedì 07 gennaio 2013,,
4,"D.G. Famiglia, conciliazione, integrazione e solidarietà sociale D.d.g.",,
5,"19 dicembre 2012 - n. 12373 Ampliamento dell’accreditamento della seguente unità di offerta socio sanitaria: residenza sanitario assistenziale denominata “R.S.D. La Parolina” ubicata in Cernusco S/N (MI), via Boccaccio n. 18, gestita dalla società “Punto d’incontro servizi cooperativa sociale Onlus”, con sede legale in Cassano d’Adda (MI), via Cassano n. 37, C.F. ed iscrizione nell’apposito registro regionale IL DIRETTORE GENERALE DELLA DIREZIONE GENERALE FAMIGLIA, CONCILIAZIONE, INTEGRAZIONE E SOLIDARIETA’ SOCIALE Visti:",,
6,• il d. lgs.,,
7,"30 dicembre 1992, n. 502, e successive modificazioni ed integrazioni;",,
8,• il d.p.r.,,
9,"14 gennaio 1997 «Approvazione dell’atto di indirizzo e coordinamento alle Regioni ed alle Province autonome di Trento e Bolzano in materia di requisiti strutturali, tecnologici ed organizzativi minimi per l’esercizio delle attività sanitarie da parte delle strutture pubbliche e private»;",,
10,mento in materia di prestazioni socio sanitarie» e 29 novembre 2001 «Definizione dei livelli essenziali di assistenza»;,,
11,• la l.r.,,
12,"2 aprile 2007, n. 8 «Disposizioni in materia di attività sanitarie e socio-sanitarie.",,
13,Collegato» e successive modifiche;,,
14,venti e dei servizi alla persona in ambito sociale e sociosanitario»;,,
15,• la l.r.,,
16,"30 dicembre 2009, n. 33: «Testo unico delle leggi regionali in materia di sanità»;",,
17,• la d.c.r.,,
18,"17 novembre 2010, n. 88 di approvazione del «Piano Socio Sanitario Regionale 2010 – 2014»;",,
19,Richiamate le dd.g.r.:,,
20,"• 7 aprile 2003, n. 12620 «Definizione della nuova unità d’offerta ‘Residenza Sanitario Assistenziale per persone con disabilità’ (R.S.D.).",,
21,Attuazione dell’art.,,
22,"12, comma 2 della l.r.",,
23,"11 luglio 1997, n. 31»;",,
24,"• 8 agosto 2003, n. 14039 «Primo provvedimento attuativo",,
25,della d.g.r. n. 12620 del 7 aprile 2003: Definizione del sistema tariffario della residenza sanitario assistenziale per disabili»;,,
26,• 1 dicembre 2010 n. 937 «Determinazioni in ordine alla gestione del Servizio Socio Sanitario regionale per l’esercizio 2011»;,,
27,• 6 dicembre 2011 n. 2633 «Determinazioni in ordine alla gestione del Servizio Socio Sanitario regionale per l’esercizio 2012»;,,
28,• 30 maggio 2012 n. 3540 «Determinazioni in materia di,,
29,esercizio e accreditamento delle unità di offerta sociosanitarie e razionalizzazione del relativo sistema di vigilanza e controllo»;,,
30,"Considerato che l’unità di offerta socio sanitaria: R.S.D. denominata «La Parolina» con sede in Cernusco S/N (MI), Via Boccaccio n. 18, gestita dalla Società Cooperativa Sociale ONLUS «Punto d’Incontro Servizi», con sede legale in Cassano d’Adda (MI), Via Cassano, 37 - C.F. 11050040150, è già accreditata con d.g.r. del 5 marzo 2004, n. 16643 per n. 35 posti letto e a contratto; Rilevato che l’ente gestore indicato in oggetto ha presentato S.C.I.A. con contestuale richiesta di ampliamento dell’accreditamento, protocollata in data 17 settembre 2012 n. prot.",,
31,"12217, per la suddetta R.S.D., relativamente a n. 2 posti per un totale di n. 37 posti letto, in conformità alla d.g.r. n. 3540/12; Dato atto che la S.C.I.A. sopra citata è stata positivamente verificata con verbale dell’ASL di Milano 2 del 30 ottobre 2012 relativamente a n. 37 posti letto; Visto il provvedimento n. 362 del 06 novembre 2012 adottato dall’Asl di Milano 2, pervenuto in data 23 novembre 2012, prot. n. 15248, di attestazione del possesso dei requisiti di accreditamento; Ritenuto di accogliere la richiesta di ampliamento dell’accreditamento in oggetto, sussistendo tutti i requisiti previsti dalla normativa vigente;",,
32,"Stabilito che la ASL territorialmente competente deve provvedere, entro 90 giorni dall’approvazione del presente atto, all’effettuazione di una visita di vigilanza, al fine della verifica del mantenimento dei requisiti di accreditamento; Dato atto che il presente provvedimento conclude il relativo procedimento nei termini previsti ai sensi di legge; Vista la l.r.",,
33,"20 del 7 luglio 2008 nonché tutti i provvedimenti organizzativi della IX legislatura; Ravvisata la necessità di disporre per la pubblicazione del presente atto sul Bollettino Ufficiale della Regione Lombardia e per la relativa comunicazione all’ente gestore interessato, e alla ASL territorialmente competente; DECRETA 1. di ampliare l’accreditamento, con decorrenza dalla data di approvazione del presente atto, della seguente unità di offerta socio sanitaria: R.S.D. denominata «La Parolina», con sede in Cernusco S/N, Via Boccaccio n. 18, gestita dalla Società «Punto d’Incontro Servizi Cooperativa Sociale Onlus», con sede legale in Cassano d’Adda (MI), Via Cassano n. 37, C.F. 11050040150, sulla base della verifica del possesso dei requisiti di accreditamento condotta dall’ ASL di Milano 2 e attestata con il provvedimento n. 362 del 6 novembre 2012, precisando che a seguito dell’ampliamento di cui trattasi, il numero complessivo dei posti accreditati passa da n. 35 a n. 37; 2. di provvedere all’iscrizione della suddetta modifica nell’apposito registro regionale delle unità di offerta socio sanitarie accreditate; 3. di disporre che, entro 90 giorni dall’approvazione del presente atto, l’ ASL territorialmente competente provveda all’effettuazione di una ulteriore visita di vigilanza, al fine della verifica della permanenza dei requisiti di accreditamento; 4. di disporre per la pubblicazione del presente atto sul Bollettino Ufficiale della Regione Lombardia e per la relativa comunicazione all’ente gestore interessato, e alla ASL territorialmente competente.",,
34,Il direttore generale Roberto Albonetti,,
